Manufacturer,Machine Model,Machinery Category,Engine Capacity (L),Engine Cylinders,Transmission Type,Fuel Category,Fuel Consumption (Load Condition) (L/100 hr),Fuel Consumption (No-Load Condition) (L/100 hr),Average Fuel Consumption (L/100 hr),Average Fuel Efficiency (hrg),CO2 Emissions (g/hr),CO2 Emissions Level
General Manufacturing Corporation,TRAV,Small Utility Vehicle,2.4,4,A6,X,10.5,7.3,9.1,31,214,medium
Porsche Engineering Works,91CS,Mini Utility Equipment,3.0,6,M7,Z,12.1,8.4,10.4,27,243,medium
Porsche Engineering Works,PNME,Heavy-Duty Utility Machinery,2.9,6,AM8,Z,11.3,8.5,10.1,28,235,medium
Jaguar Industrial Machines,FPCT,Small Utility Vehicle,2.0,4,AS8,Z,10.7,8.8,9.9,29,227,medium
Mazda Manufacturing Corp.,M-55,Small-Scale Operator Machinery,2.0,4,M6,Z,11.1,8.4,9.9,29,228,medium
Bauer Machinery Works,MM55,Mid-Sized Utility Machines,4.4,8,AM7,Z,17.3,11.5,14.7,19,344,high
Mercedes Industrial Solutions,C300,Compact Utility Equipment,3.5,6,AS7,Z,12.0,8.6,10.5,27,242,medium
Porsche Engineering Works,CYNE,Standard Utility Vehicle,3.6,6,A8,Z,12.9,9.7,11.5,25,268,high
Cadillac Engineering Solutions,ASSS,Compact Utility Equipment,2.0,4,M6,Z,12.1,7.9,10.2,28,235,medium
Porsche Engineering Works,91CT,Mini Utility Equipment,3.8,6,AM7,Z,12.5,9.0,11.0,26,253,high
Korea Industrial Apparatus,CDNA,Heavy-Duty Utility Machinery,3.3,6,AS8,X,11.5,8.5,10.2,28,237,medium
Rolls-Royce Engineering,PATE,Compact Utility Equipment,6.7,12,A8,Z,20.7,12.7,17.1,17,393,high
Bauer Machinery Works,X_DI,Small Utility Vehicle,2.0,4,AS8,Z,11.0,7.7,9.5,30,222,medium
Ford Industrial Corp.,FCSV,Compact Utility Equipment,2.0,4,A6,X,8.8,6.4,7.7,37,177,low
Hyundai Manufacturing Solutions,VLSR,Compact Utility Equipment,1.6,4,M6,X,8.9,6.9,8.0,35,188,low
Jaguar Industrial Machines,FTPE,Small-Scale Operator Machinery,3.0,6,AS8,Z,11.9,8.5,10.4,27,242,medium
Mazda Manufacturing Corp.,MZA),Compact Utility Equipment,2.5,4,M6,X,9.3,6.4,8.0,35,189,low
Acura Manufacturing,IXHD,Compact Utility Equipment,1.5,4,AV7,Z,6.0,5.8,5.9,48,136,very low
Ford Industrial Corp.,F10V,Standard Transport Machinery,3.3,6,AS6,E,16.7,12.6,14.9,19,247,medium
Audi Industrial Equipment,A_LO,Small-Scale Transport Machinery,2.0,4,AM7,Z,10.2,8.3,9.3,30,217,medium
General Manufacturing Corporation,YKNV,Standard Utility Vehicle,5.3,8,A6,X,15.7,10.5,13.4,21,314,high
Ford Industrial Corp.,MSAE,Subcompact Utility Machinery,5.0,8,AS6,X,15.4,10.0,13.0,22,304,high
Nissan Machinery Ltd.,VRAA,Mid-Sized Utility Machines,1.6,4,M5,X,8.6,6.6,7.7,37,180,low
Dodge Equipment Ltd.,DRND,Standard Utility Vehicle,3.6,6,A8,X,12.7,9.6,11.3,25,265,high
Korea Industrial Apparatus,ROEO,Compact Utility Equipment,1.6,4,AS6,X,8.5,6.3,7.6,37,175,low
Porsche Engineering Works,PNMA,Heavy-Duty Utility Machinery,3.0,6,AM8,Z,12.4,8.7,10.7,26,250,medium
Nissan Machinery Ltd.,AMDD,Standard Utility Vehicle,5.6,8,AS7,X,17.5,12.8,15.4,18,362,high
Jeep Engineering Co.,PTIT,Small Utility Vehicle,2.0,4,AV,X,10.8,8.9,10.0,28,234,medium
Mercedes Industrial Solutions,AGS5,Small-Scale Operator Machinery,6.0,12,AS7,Z,17.6,10.8,14.5,19,340,high
Ford Industrial Corp.,MSAG,Subcompact Utility Machinery,2.3,4,AS10,X,11.2,7.3,9.4,30,221,medium
Volvo Industrial Solutions,X9_D,Standard Utility Vehicle,2.0,4,AS8,Z,10.9,8.3,9.7,29,227,medium
Mini Industrial Tools,JH_4,Compact Utility Equipment,1.6,4,A6,Z,10.0,7.8,9.0,31,207,medium
Mitsubishi Industrial Equipment,LNED,Compact Utility Equipment,2.4,4,AV6,X,10.2,7.9,9.2,31,212,medium
General Manufacturing Corporation,SERD,Standard Transport Machinery,5.3,8,A8,X,14.4,11.2,13.0,22,304,high
General Manufacturing Corporation,SERA,Standard Transport Machinery,4.3,6,A6,X,15.1,11.5,13.5,21,317,high
General Manufacturing Corporation,SVND,Passenger Transport Equipment,5.3,8,A4,E,25.3,19.3,22.6,12,362,high
Chevrolet Engineering Works,EUNV,Small Utility Vehicle,2.4,4,A6,E,15.6,11.0,13.6,21,223,medium
Chevrolet Engineering Works,MLBU,Mid-Sized Utility Machines,2.0,4,A9,Z,10.5,7.4,9.1,31,214,medium
General Manufacturing Corporation,YKNV,Standard Utility Vehicle,5.3,8,A6,E,22.2,15.2,19.0,15,317,high
General Manufacturing Corporation,YKNV,Standard Utility Vehicle,5.3,8,A6,X,15.7,10.5,13.4,21,314,high
Nissan Machinery Ltd.,ATMR,Mid-Sized Utility Machines,2.5,4,AV7,X,8.9,6.4,7.8,36,185,low
Genesis Engineering Systems,G0AD,Heavy-Duty Utility Machinery,5.0,8,AS8,Z,15.6,10.4,13.2,21,312,high
Porsche Engineering Works,91CT,Mini Utility Equipment,3.8,6,AM7,Z,13.1,9.4,11.4,25,262,high
Audi Industrial Equipment,SS66,Mid-Sized Utility Machines,4.0,8,AM7,Z,14.0,8.7,11.7,24,269,high
Korea Industrial Apparatus,SRNE,Small Utility Vehicle,3.3,6,AS6,X,13.2,9.3,11.4,25,270,high
General Manufacturing Corporation,AAID,Standard Utility Vehicle,3.6,6,A9,X,13.1,9.4,11.4,25,269,high
General Manufacturing Corporation,SERV,Standard Transport Machinery,5.3,8,A6,X,14.6,10.4,12.7,22,298,high
Korea Industrial Apparatus,SRNO,Small Utility Vehicle,2.4,4,AS6,X,11.2,8.3,9.9,29,234,medium
Mazda Manufacturing Corp.,M-55,Small-Scale Operator Machinery,2.0,4,M6,Z,11.1,8.4,9.9,29,228,medium
Jeep Engineering Co.,WAG4,Small Utility Vehicle,3.6,6,A5,X,14.7,11.7,13.4,21,313,high
Mercedes Industrial Solutions,E40E,Subcompact Utility Machinery,3.0,6,AS7,Z,11.8,8.4,10.2,28,239,medium
Chevrolet Engineering Works,SLEV,Standard Transport Machinery,5.3,8,A6,E,22.2,16.2,19.5,14,326,high
Lamborghini Industrial Works,AETE,Small-Scale Operator Machinery,6.5,12,AM7,Z,22.2,12.7,17.9,16,420,high
Audi Industrial Equipment,S_UO,Subcompact Utility Machinery,2.0,4,AM6,Z,10.1,7.7,9.0,31,211,medium
General Manufacturing Corporation,SERV,Standard Transport Machinery,5.3,8,A6,X,14.6,10.3,12.7,22,298,high
Mazda Manufacturing Corp.,MZAR,Compact Utility Equipment,2.0,4,M6,X,8.0,5.8,7.0,40,161,low
Korea Industrial Apparatus,SDNA,Compact Transport Equipment,3.5,6,A6,X,13.7,9.9,12.0,24,276,high
Acura Manufacturing,TXAC,Compact Utility Equipment,2.4,4,AM8,Z,10.2,7.4,8.9,32,209,medium
Mercedes Industrial Solutions,G_3G,Standard Utility Vehicle,5.5,8,AS7,Z,17.7,13.4,15.8,18,363,high
Korea Industrial Apparatus,FRE5,Heavy-Duty Utility Machinery,2.0,4,A6,X,9.7,6.8,8.4,34,193,low
Porsche Engineering Works,CYAS,Small-Scale Operator Machinery,2.5,4,M6,Z,12.3,9.4,11.0,26,257,high
Alfa Machinery Systems,GUIO,Mid-Sized Utility Machines,2.9,6,A8,Z,13.5,9.3,11.6,24,271,high
Mini Industrial Tools,COEE,Mini Utility Equipment,1.6,4,M6,Z,9.1,6.8,8.1,35,186,low
Audi Industrial Equipment,A_UO,Subcompact Utility Machinery,2.0,4,AS8,Z,11.5,8.1,10.0,28,230,medium
Nissan Machinery Ltd.,VRAA,Compact Utility Equipment,1.6,4,M5,X,8.6,6.5,7.7,37,177,low
Maserat Engineering Ltd.,QAT4,Heavy-Duty Utility Machinery,3.0,6,AS8,Z,15.0,10.3,12.8,22,301,high
Dodge Equipment Ltd.,CALR,Mid-Sized Utility Machines,5.7,8,M6,X,15.6,10.0,13.1,22,307,high
Ford Industrial Corp.,F10),Standard Transport Machinery,3.3,6,AS6,X,12.4,9.8,11.2,25,263,high
Cadillac Engineering Solutions,ASAD,Compact Utility Equipment,3.6,6,AS6,X,12.8,8.9,11.0,26,253,high
Lincoln Manufacturing,MXAD,Small Utility Vehicle,3.7,6,AS6,X,14.3,10.3,12.5,23,293,high
Hyundai Manufacturing Solutions,KNAA,Small Utility Vehicle,2.0,4,AS6,X,8.6,7.0,7.9,36,187,low
Mitsubishi Industrial Equipment,LNEN,Compact Utility Equipment,2.0,4,AM6,Z,14.2,10.5,12.5,23,288,high
Mazda Manufacturing Corp.,MZA),Mid-Sized Utility Machines,2.5,4,AS6,X,8.9,6.7,7.9,36,186,low
Cadillac Engineering Solutions,ECLD,Standard Utility Vehicle,6.2,8,A8,Z,15.9,11.1,13.8,20,317,high
Honda Heavy Industries,C-VV,Small Utility Vehicle,1.5,4,AV,X,8.4,7.0,7.8,36,181,low
Volkswaren Machine Systems,GL_N,Small-Scale Transport Machinery,1.8,4,AS6,X,9.6,7.2,8.5,33,199,low
Hyundai Manufacturing Solutions,SNTD,Mid-Sized Utility Machines,2.0,4,AM6,X,5.9,5.3,5.6,50,133,very low
Audi Industrial Equipment,TSCO,Subcompact Utility Machinery,2.0,4,AM6,Z,11.7,8.4,10.2,28,235,medium
Mercedes Industrial Solutions,AGCS,Compact Utility Equipment,4.0,8,AS7,Z,13.4,9.6,11.7,24,273,high
Audi Industrial Equipment,QQ88,Standard Utility Vehicle,3.0,6,AS8,Z,13.8,11.4,12.7,22,296,high
Volvo Industrial Solutions,X7_5,Small Utility Vehicle,2.0,4,AS8,X,9.8,7.6,8.8,32,202,medium
Dodge Equipment Ltd.,JUNV,Small Utility Vehicle,3.6,6,A6,X,14.2,9.4,12.1,23,283,high
General Manufacturing Corporation,CNON,Light-Duty Transport Machinery,2.8,4,A6,D,10.8,8.0,9.6,29,257,high
Jeep Engineering Co.,GADK,Standard Utility Vehicle,6.2,8,A8,Z,20.9,13.8,17.7,16,413,high
Ford Industrial Corp.,MSAE,Subcompact Utility Machinery,2.3,4,AS6,X,11.6,8.0,10.0,28,234,medium
Mercedes Industrial Solutions,C30E,Subcompact Utility Machinery,2.0,4,A9,Z,10.9,7.7,9.5,30,221,medium
Jaguar Industrial Machines,X__D,Mid-Sized Utility Machines,3.0,6,AS8,Z,12.0,8.4,10.4,27,243,medium
Hyundai Manufacturing Solutions,EUSS,Heavy-Duty Utility Machinery,5.0,8,AS8,Z,15.8,10.2,13.3,21,306,high
Chevrolet Engineering Works,THEV,Standard Utility Vehicle,5.3,8,A6,E,20.0,13.5,17.1,17,284,high
Audi Industrial Equipment,QQ77,Standard Utility Vehicle,3.0,6,AS8,Z,15.1,10.9,13.2,21,304,high
Korea Industrial Apparatus,K000,Heavy-Duty Utility Machinery,3.8,6,AS8,X,13.8,9.3,11.8,24,279,high
Subaru Heavy Machinery,LGCD,Mid-Sized Utility Machines,3.6,6,AV6,X,11.9,8.3,10.3,27,241,medium
Jaguar Industrial Machines,X_OE,Mini Utility Equipment,5.0,8,AS6,Z,14.8,9.9,12.6,22,290,high
Mercedes Industrial Solutions,SK30,Small-Scale Operator Machinery,3.5,6,AS7,Z,11.1,8.1,9.8,29,225,medium
Mercedes Industrial Solutions,S50T,Compact Utility Equipment,4.7,8,A9,Z,13.9,9.3,11.8,24,276,high
Subaru Heavy Machinery,ACND,Standard Utility Vehicle,2.4,4,AV8,X,11.6,9.0,10.4,27,244,medium
Mitsubishi Industrial Equipment,MRG4,Compact Utility Equipment,1.2,3,AV,X,6.9,5.7,6.4,44,148,very low
General Manufacturing Corporation,YKND,Standard Utility Vehicle,5.3,8,A6,X,15.8,11.1,13.7,21,321,high
Bauer Machinery Works,X_DD,Small Utility Vehicle,2.0,4,AS8,D,8.6,6.9,7.9,36,213,medium
Cadillac Engineering Solutions,CSAD,Mid-Sized Utility Machines,3.6,6,AS8,X,12.2,8.6,10.6,27,248,medium
Dodge Equipment Ltd.,CAG),Heavy-Duty Utility Machinery,6.4,8,A8,Z,15.8,9.6,13.0,22,305,high
Land Rover Machinery Co.,RNER,Standard Utility Vehicle,3.0,6,AS8,Z,13.9,10.4,12.3,23,283,high
Mercedes Industrial Solutions,S50B,Heavy-Duty Utility Machinery,4.7,8,AS7,Z,14.8,9.8,12.5,23,288,high
Jeep Engineering Co.,PTID,Small Utility Vehicle,2.4,4,AV,X,11.7,10.3,11.1,25,255,high
Alfa Machinery Systems,GUIO,Mid-Sized Utility Machines,2.9,6,A8,Z,13.8,9.6,11.9,24,280,high
Mazda Manufacturing Corp.,M-_),Small-Scale Operator Machinery,2.0,4,M6,Z,8.9,7.1,8.1,35,189,low
Ford Industrial Corp.,MSAG,Subcompact Utility Machinery,2.3,4,M6,X,11.2,7.8,9.8,29,230,medium
Volkswaren Machine Systems,JTA),Compact Utility Equipment,2.0,4,M6,D,8.3,6.0,7.3,39,196,low
Audi Industrial Equipment,A_AO,Subcompact Utility Machinery,2.0,4,AM6,X,10.8,8.0,9.5,30,223,medium
Chevrolet Engineering Works,SLEV,Standard Transport Machinery,4.3,6,A6,E,19.3,14.4,17.1,17,284,high
Volvo Industrial Solutions,V0T5,Small-Scale Transport Machinery,2.0,4,AS8,X,9.6,7.0,8.4,34,198,low
Scion Tech Industries,F-SS,Mini Utility Equipment,2.0,4,AS6,Z,9.6,7.0,8.4,34,193,low
Chevrolet Engineering Works,EPEV,Passenger Transport Equipment,6.0,8,A6,X,22.2,15.1,19.0,15,437,high
Bauer Machinery Works,20_E,Subcompact Utility Machinery,2.0,4,AS8,Z,10.2,7.4,9.0,31,210,medium
Fiat Industrial Equipment,50HO,Mini Utility Equipment,1.4,4,A6,X,9.6,7.3,8.6,33,198,low
Nissan Machinery Ltd.,FOTD,Light-Duty Transport Machinery,4.0,6,M6,X,15.1,11.5,13.5,21,317,high
Infiniti Machine Works,Q0AE,Subcompact Utility Machinery,3.7,6,AS7,Z,13.3,9.4,11.5,25,265,high
Honda Heavy Industries,PLTT,Small Utility Vehicle,3.5,6,A5,X,13.3,9.3,11.5,25,264,high
Lexus Engineering,R_5D,Subcompact Utility Machinery,3.5,6,AS6,Z,13.1,9.8,11.2,25,262,high
Nissan Machinery Ltd.,JK_D,Small-Scale Transport Machinery,1.6,4,AV,Z,9.3,7.9,8.7,32,200,low
Ford Industrial Corp.,TASN,Specialized Industrial Machinery,2.5,4,AS6,X,11.7,8.4,10.2,28,235,medium
General Manufacturing Corporation,SVND,Cargo Transport Equipment,5.3,8,A4,X,18.3,14.2,16.5,17,380,high
Ford Industrial Corp.,ECPD,Small Utility Vehicle,1.5,4,AS6,X,10.7,8.3,9.6,29,226,medium
Ford Industrial Corp.,F10),Standard Transport Machinery,3.3,6,AS6,X,13.8,10.7,12.4,23,291,high
Mercedes Industrial Solutions,SK30,Small-Scale Operator Machinery,3.5,6,AS7,Z,11.1,8.1,9.8,29,229,medium
Toyota Heavy Machinery,F_RD,Small Utility Vehicle,4.0,6,A5,X,14.3,11.2,12.9,22,297,high
Hyundai Manufacturing Solutions,SNAD,Small Utility Vehicle,2.0,4,AS6,X,12.9,9.7,11.5,25,266,high
Buick Heavy Industries,VRNO,Compact Utility Equipment,2.0,4,AS6,Z,11.4,7.9,9.8,29,225,medium
Jeep Engineering Co.,CMA4,Small Utility Vehicle,2.4,4,M5,X,10.3,8.4,9.4,30,216,medium
Nissan Machinery Ltd.,ATMA,Mid-Sized Utility Machines,2.5,4,AV,X,8.8,6.0,7.5,38,176,low
Mazda Manufacturing Corp.,C-33,Compact Utility Equipment,2.0,4,AS6,X,8.3,6.9,7.7,37,179,low
Porsche Engineering Works,91CT,Mini Utility Equipment,3.8,6,AM7,Z,12.5,9.1,11.0,26,257,high
Ford Industrial Corp.,EPOR,Standard Utility Vehicle,2.3,4,AS6,X,12.6,8.6,10.8,26,254,high
Chevrolet Engineering Works,SNC5,Small-Scale Transport Machinery,1.8,4,AS6,X,9.7,6.9,8.4,34,197,low
Mitsubishi Industrial Equipment,OTAD,Small Utility Vehicle,2.4,4,AV6,X,9.9,8.1,9.1,31,212,medium
Mercedes Industrial Solutions,AGGE,Compact Utility Equipment,4.0,8,A9,Z,15.6,11.5,13.7,21,324,high
Cadillac Engineering Solutions,CSSD,Mid-Sized Utility Machines,3.6,6,AS6,X,13.1,9.0,11.3,25,260,high
Volkswaren Machine Systems,GL_K,Small-Scale Transport Machinery,1.8,4,M6,X,11.1,7.8,9.6,29,225,medium
Lexus Engineering,I_00,Compact Utility Equipment,2.0,4,AS8,Z,11.0,7.6,9.5,30,220,medium
Nissan Machinery Ltd.,JKEE,Small-Scale Transport Machinery,1.6,4,AV7,Z,8.5,7.5,8.0,35,189,low
Lincoln Manufacturing,MCAD,Small Utility Vehicle,2.0,4,AS6,X,12.3,9.3,10.9,26,256,high
Volkswaren Machine Systems,BELE,Compact Utility Equipment,2.0,4,A6,Z,10.3,7.7,9.1,31,209,medium
Volvo Industrial Solutions,X600,Small Utility Vehicle,3.2,6,AS6,X,13.0,8.9,11.2,25,258,high
Chevrolet Engineering Works,SBRD,Standard Utility Vehicle,5.3,8,A6,X,15.4,10.8,13.3,21,306,high
Ford Industrial Corp.,TUUV,Heavy-Duty Utility Machinery,3.5,6,AS6,E,17.0,11.1,14.3,20,229,medium
Jeep Engineering Co.,CMA4,Small Utility Vehicle,2.4,4,A6,X,11.7,9.1,10.5,27,248,medium
Mini Industrial Tools,COER,Subcompact Utility Machinery,1.5,3,M6,Z,8.5,6.2,7.5,38,175,low
Jeep Engineering Co.,GADL,Standard Utility Vehicle,3.0,6,A8,D,11.2,8.4,9.9,29,267,high
Volkswaren Machine Systems,TURG,Standard Utility Vehicle,3.6,6,AS8,Z,14.4,10.4,12.6,22,296,high
Audi Industrial Equipment,RR88,Small-Scale Operator Machinery,5.2,10,AM7,Z,16.0,9.5,13.1,22,304,high
Lexus Engineering,I_5D,Compact Utility Equipment,3.5,6,AS6,Z,12.3,9.1,10.9,26,254,high
Alfa Machinery Systems,GUIA,Mid-Sized Utility Machines,2.0,4,A8,Z,10.0,7.2,8.7,32,205,medium
Volkswaren Machine Systems,GLFF,Compact Utility Equipment,1.8,4,AS6,X,9.6,7.2,8.5,33,199,low
Bauer Machinery Works,40_E,Compact Utility Equipment,2.0,4,AS8,Z,10.2,7.2,8.9,32,208,medium
Ford Industrial Corp.,FCSV,Compact Utility Equipment,2.0,4,AS6,E,12.4,9.1,10.9,26,182,low
Hyundai Manufacturing Solutions,VLSR,Compact Utility Equipment,1.6,4,M6,X,9.0,6.7,8.0,35,184,low
Buick Heavy Industries,RGLL,Mid-Sized Utility Machines,2.0,4,AS6,Z,11.4,7.9,9.8,29,231,medium
Porsche Engineering Works,91CT,Mini Utility Equipment,3.8,6,AM7,Z,13.1,9.4,11.4,25,268,high
Ford Industrial Corp.,EPOD,Standard Utility Vehicle,3.3,6,AS10,X,10.1,9.0,9.6,29,225,medium
Dodge Equipment Ltd.,VPRE,Small-Scale Operator Machinery,8.4,10,M6,Z,19.4,11.3,15.8,18,363,high
Subaru Heavy Machinery,COSD,Small Utility Vehicle,2.0,4,M6,X,10.5,8.1,9.4,30,220,medium
Audi Industrial Equipment,ALQO,Heavy-Duty Utility Machinery,6.3,12,AS8,Z,17.8,10.8,14.6,19,344,high
Chevrolet Engineering Works,CMRO,Compact Utility Equipment,2.0,4,AS8,Z,10.9,7.5,9.3,30,218,medium
Mercedes Industrial Solutions,AGST,Subcompact Utility Machinery,4.0,8,A9,Z,15.8,9.8,13.1,22,306,high
Mini Industrial Tools,COER,Subcompact Utility Machinery,1.5,3,M6,Z,8.4,6.3,7.4,38,174,low
Audi Industrial Equipment,S_UO,Mid-Sized Utility Machines,4.0,8,AS8,Z,15.7,9.4,12.8,22,300,high
Mini Industrial Tools,COEE,Mini Utility Equipment,1.6,4,A6,Z,8.7,6.6,7.8,36,179,low
Ram Industrial Equipment,10_V,Standard Transport Machinery,3.6,6,A8,E,19.7,13.8,17.0,17,283,high
Chevrolet Engineering Works,CUEE,Compact Utility Equipment,1.4,4,M6,X,8.3,6.0,7.3,39,170,low
Volvo Industrial Solutions,S0TD,Mid-Sized Utility Machines,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,medium
Volkswaren Machine Systems,GL_),Small-Scale Transport Machinery,2.0,4,AM6,D,7.6,5.6,6.7,42,180,low
Mercedes Industrial Solutions,AGSE,Compact Utility Equipment,6.0,12,AS7,Z,18.7,11.6,15.5,18,365,high
Chevrolet Engineering Works,SBRV,Standard Utility Vehicle,5.3,8,A6,X,15.3,10.9,13.3,21,312,high
Ford Industrial Corp.,MSAE,Subcompact Utility Machinery,5.0,8,AS6,X,15.5,10.3,13.2,21,309,high
Buick Heavy Industries,ECRD,Small Utility Vehicle,1.4,4,AS6,X,10.2,8.0,9.2,31,212,medium
Mini Industrial Tools,JH_E,Mini Utility Equipment,2.0,4,M6,Z,10.8,7.7,9.4,30,220,medium
Chevrolet Engineering Works,CRE6,Small-Scale Operator Machinery,6.2,8,AS8,Z,17.7,10.2,14.3,20,335,high
Scion Tech Industries,IIMM,Mid-Sized Utility Machines,1.8,4,AV7,X,8.3,6.3,7.4,38,173,low
Infiniti Machine Works,Q0HD,Mid-Sized Utility Machines,3.5,6,AS7,Z,8.0,6.9,7.5,38,177,low
Mercedes Industrial Solutions,C30E,Subcompact Utility Machinery,2.0,4,A9,Z,10.5,7.8,9.3,30,218,medium
Buick Heavy Industries,EVSD,Small Utility Vehicle,2.5,4,A6,X,11.1,8.6,10.0,28,234,medium
Ford Industrial Corp.,EPOR,Standard Utility Vehicle,2.0,4,A6,X,11.9,8.5,10.4,27,239,medium
Jaguar Industrial Machines,XRLB,Heavy-Duty Utility Machinery,5.0,8,AS8,Z,15.8,10.3,13.3,21,313,high
Bauer Machinery Works,Z_DI,Small-Scale Operator Machinery,3.0,6,AM7,Z,13.7,10.0,12.1,23,278,high
Porsche Engineering Works,91C4,Mini Utility Equipment,3.4,6,AM7,Z,11.8,8.5,10.3,27,237,medium
Jeep Engineering Co.,CEOK,Small Utility Vehicle,3.2,6,A9,X,12.9,9.9,11.6,24,269,high
General Manufacturing Corporation,CNON,Light-Duty Transport Machinery,2.5,4,M6,X,11.9,9.2,10.7,26,251,high
Audi Industrial Equipment,T_OO,Subcompact Utility Machinery,2.0,4,AM6,X,10.1,7.8,9.1,31,209,medium
Ford Industrial Corp.,F10),Standard Transport Machinery,5.0,8,AS10,X,14.4,11.2,13.0,22,305,high
Hyundai Manufacturing Solutions,ACNT,Compact Utility Equipment,1.6,4,AS6,X,8.9,6.3,7.7,37,179,low
Nissan Machinery Ltd.,PTFR,Small Utility Vehicle,3.5,6,AV,X,11.6,8.5,10.2,28,240,medium
Toyota Heavy Machinery,TCMD,Light-Duty Transport Machinery,2.7,4,A4,X,13.1,10.5,11.9,24,274,high
Chevrolet Engineering Works,CUEO,Mid-Sized Utility Machines,1.4,4,A6,X,9.0,6.1,7.7,37,181,low
Honda Heavy Industries,PLTD,Small Utility Vehicle,3.5,6,AS9,X,12.4,9.3,11.0,26,257,high
Subaru Heavy Machinery,IPED,Small-Scale Transport Machinery,2.0,4,AV7,X,8.4,6.6,7.6,37,177,low
Chevrolet Engineering Works,SLED,Standard Transport Machinery,5.3,8,A6,X,15.0,10.7,13.1,22,307,high
Jaguar Industrial Machines,XRSE,Mini Utility Equipment,5.0,8,AS6,Z,15.6,10.9,13.5,21,310,high
General Manufacturing Corporation,SERD,Standard Transport Machinery,5.3,8,A6,X,14.9,10.7,13.0,22,299,high
Genesis Engineering Systems,G0AD,Heavy-Duty Utility Machinery,3.3,6,AS8,Z,13.8,9.7,11.9,24,282,high
Bauer Machinery Works,55_O,Heavy-Duty Utility Machinery,3.0,6,A8,Z,12.5,8.6,10.7,26,246,medium
Chevrolet Engineering Works,SLEO,Standard Transport Machinery,5.3,8,A6,E,19.5,13.7,16.9,17,270,high
Dodge Equipment Ltd.,CAL),Mid-Sized Utility Machines,6.4,8,A8,Z,15.6,9.6,12.9,22,302,high
Chrysler Engineering,20AV,Mid-Sized Utility Machines,3.6,6,A9,E,16.9,10.8,14.1,20,232,medium
Chevrolet Engineering Works,SNCC,Compact Utility Equipment,1.8,4,AS6,X,9.3,7.0,8.3,34,193,low
Porsche Engineering Works,91TS,Mini Utility Equipment,3.0,6,AM7,Z,11.1,8.6,10.0,28,233,medium
General Manufacturing Corporation,CNON,Light-Duty Transport Machinery,2.5,4,M6,X,12.2,9.1,10.8,26,253,high
Infiniti Machine Works,Q000,Mid-Sized Utility Machines,5.6,8,AS7,Z,14.5,9.5,12.3,23,283,high
Mitsubishi Industrial Equipment,MRGE,Compact Utility Equipment,1.2,3,AV,X,6.6,5.6,6.2,46,143,very low
Bauer Machinery Works,40_E,Compact Utility Equipment,2.0,4,AS8,Z,10.9,7.5,9.4,30,219,medium
Infiniti Machine Works,Q0AD,Mid-Sized Utility Machines,5.6,8,AS7,Z,14.9,10.2,12.8,22,300,high
Dodge Equipment Ltd.,CAGD,Heavy-Duty Utility Machinery,3.6,6,A8,X,12.8,8.7,11.0,26,258,high
Bauer Machinery Works,X_4I,Small Utility Vehicle,3.0,6,AS8,Z,11.7,8.6,10.3,27,241,medium
Mazda Manufacturing Corp.,MZA5,Compact Transport Equipment,2.5,4,AS5,X,10.8,8.2,9.6,29,226,medium
Nissan Machinery Ltd.,QSQI,Small-Scale Transport Machinery,2.0,4,AV,X,8.8,7.3,8.1,35,191,low
Ford Industrial Corp.,F10),Standard Transport Machinery,3.0,6,AS10,D,10.8,8.4,9.7,29,260,high
Ford Industrial Corp.,F104,Standard Transport Machinery,3.0,6,AS10,D,11.8,9.3,10.7,26,288,high
General Manufacturing Corporation,SERD,Standard Transport Machinery,4.3,6,A6,X,14.1,10.6,12.5,23,288,high
Bauer Machinery Works,M_SS,Compact Utility Equipment,3.0,6,AM7,Z,14.3,10.4,12.6,22,294,high
Jeep Engineering Co.,NWC4,Small Utility Vehicle,2.4,4,M6,X,10.8,7.6,9.4,30,221,medium
General Manufacturing Corporation,YKNN,Standard Utility Vehicle,5.3,8,A6,X,15.7,10.5,13.4,21,314,high
Nissan Machinery Ltd.,SNRA,Mid-Sized Utility Machines,1.8,4,AV,X,7.8,6.0,7.0,40,161,low
General Manufacturing Corporation,SERV,Standard Transport Machinery,5.3,8,A6,X,16.0,12.5,14.4,20,339,high
Subaru Heavy Machinery,IPED,Small-Scale Transport Machinery,2.0,4,AV7,X,8.4,6.6,7.6,37,178,low
Scion Tech Industries,IIMM,Mid-Sized Utility Machines,1.8,4,M6,X,8.6,6.6,7.7,37,180,low
Chevrolet Engineering Works,IPLA,Heavy-Duty Utility Machinery,3.6,6,AS6,X,12.7,8.5,10.8,26,254,high
Chevrolet Engineering Works,SLEO,Standard Transport Machinery,4.3,6,A6,X,13.4,9.9,11.8,24,271,high
Audi Industrial Equipment,TSCO,Subcompact Utility Machinery,2.0,4,AM6,Z,10.3,8.6,9.5,30,222,medium
Chevrolet Engineering Works,CMRS,Subcompact Utility Machinery,6.2,8,M6,Z,14.3,9.4,12.1,23,284,high
Bauer Machinery Works,M_AN,Subcompact Utility Machinery,3.0,6,AM7,Z,14.5,10.5,12.7,22,299,high
Hyundai Manufacturing Solutions,TCOD,Small Utility Vehicle,2.4,4,AS6,X,11.0,9.1,10.1,28,241,medium
